input_csv,video_id,label,label_name,num_frames,hip_valid_frames,angle_valid_frames,bbox_valid_frames,all_rule_features_valid_frames,hip_descent_velocity_max,hip_descent_velocity_mean,hip_descent_velocity_std,body_angle_min,body_angle_mean,width_height_ratio_max,width_height_ratio_mean,default_angle_lt_45_frames,default_ratio_gt_1_frames,output_csv,split
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_382_resized.csv,Fall_Fall_f_raw_c_2_C_N_382_resized,1,Fall,83,83,83,83,83,251.46966552734372,11.481703758239746,48.60893630981445,3.3166773319244385,61.87911224365234,2.266643047332764,1.0488570928573608,20,35,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_382_resized_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_383_resized.csv,Fall_Fall_f_raw_c_2_C_N_383_resized,1,Fall,73,73,73,73,73,183.42962646484372,13.099544525146484,55.67708587646485,1.180302619934082,45.69721221923828,3.124382972717285,1.341760754585266,32,46,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_383_resized_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_384_resized.csv,Fall_Fall_f_raw_c_2_C_N_384_resized,1,Fall,54,54,54,54,54,132.2972412109375,16.02935028076172,47.60983276367188,4.877985000610352,53.30998992919922,2.618725538253784,1.176650047302246,15,30,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_384_resized_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_385_resized.csv,Fall_Fall_f_raw_c_2_C_N_385_resized,1,Fall,87,87,87,87,87,132.6322021484375,10.4789400100708,31.59417724609375,0.0781011581420898,48.909812927246094,2.473230600357056,1.2440077066421509,35,47,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_385_resized_rule_features.csv,test
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_386_resized.csv,Fall_Fall_f_raw_c_2_C_N_386_resized,1,Fall,53,53,53,53,53,300.24444580078125,21.03112030029297,75.1165542602539,3.489506721496582,57.478057861328125,4.080488204956055,1.12635338306427,12,21,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_386_resized_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_387_resized.csv,Fall_Fall_f_raw_c_2_C_N_387_resized,1,Fall,60,60,60,60,60,210.69219970703125,9.74277687072754,49.95558547973633,0.8791338801383972,64.46376037597656,2.734530210494995,0.9196577072143556,13,18,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_387_resized_rule_features.csv,val
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_388_resized.csv,Fall_Fall_f_raw_c_2_C_N_388_resized,1,Fall,47,47,47,47,47,161.8533935546875,13.650806427001951,57.90447235107422,0.1298900991678238,58.32930374145508,2.2546961307525635,0.9558054208755492,11,13,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_388_resized_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_389_resized.csv,Fall_Fall_f_raw_c_2_C_N_389_resized,1,Fall,84,84,84,84,84,130.7130126953125,11.917000770568848,34.617218017578125,0.709709107875824,41.63753128051758,3.959590435028076,1.7308648824691772,41,51,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_389_resized_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_39.csv,Fall_Fall_f_raw_c_2_C_N_39,1,Fall,59,59,59,59,59,206.04525756835935,16.860820770263672,52.929141998291016,1.248536229133606,51.46571350097656,2.628823518753052,1.0579577684402466,26,26,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_39_rule_features.csv,test
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_390_resized.csv,Fall_Fall_f_raw_c_2_C_N_390_resized,1,Fall,75,75,75,75,75,277.994873046875,14.94471836090088,68.88296508789062,0.6214103698730469,32.758541107177734,6.521702289581299,1.9957576990127563,46,55,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_390_resized_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_391_resized.csv,Fall_Fall_f_raw_c_2_C_N_391_resized,1,Fall,38,38,38,38,38,209.46124267578125,18.68195343017578,58.724342346191406,2.952847957611084,49.98373031616211,2.6546616554260254,1.190995693206787,13,24,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_391_resized_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_392_resized.csv,Fall_Fall_f_raw_c_2_C_N_392_resized,1,Fall,70,70,70,70,70,203.4781494140625,16.705249786376953,52.70273208618164,1.327305555343628,42.83668518066406,4.939567565917969,1.8173749446868896,33,44,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_392_resized_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_393_resized.csv,Fall_Fall_f_raw_c_2_C_N_393_resized,1,Fall,67,67,67,67,67,232.77197265625,15.9979829788208,57.95876693725586,0.341293603181839,33.540618896484375,4.945169448852539,1.980504274368286,39,50,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_393_resized_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_394_resized.csv,Fall_Fall_f_raw_c_2_C_N_394_resized,1,Fall,74,74,74,74,74,138.7269287109375,11.420881271362305,40.17583084106445,0.2896867394447326,48.506744384765625,3.740556478500366,1.4740577936172483,30,44,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_394_resized_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_395_resized.csv,Fall_Fall_f_raw_c_2_C_N_395_resized,1,Fall,72,72,72,72,72,238.28863525390625,13.500852584838867,58.56383514404297,1.1197469234466553,49.74958038330078,3.4461374282836914,1.4327163696289062,26,37,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_395_resized_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_396_resized.csv,Fall_Fall_f_raw_c_2_C_N_396_resized,1,Fall,73,73,73,73,73,147.90557861328125,10.276331901550291,48.078243255615234,0.2054353952407837,50.49955749511719,3.6605687141418457,1.5111329555511477,29,40,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_396_resized_rule_features.csv,test
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_396_resized_anonymized.csv,Fall_Fall_f_raw_c_2_C_N_396_resized_anonymized,1,Fall,70,70,70,70,70,162.061767578125,13.322793960571287,52.60175323486328,0.7224299311637878,49.878562927246094,4.173827171325684,1.5096385478973389,30,39,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_396_resized_anonymized_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_397_resized.csv,Fall_Fall_f_raw_c_2_C_N_397_resized,1,Fall,89,89,89,89,89,89.4462890625,8.004158973693848,34.181549072265625,0.1336677372455597,31.06772232055664,3.502855062484741,1.7126339673995972,57,65,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_397_resized_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_398.csv,Fall_Fall_f_raw_c_2_C_N_398,1,Fall,60,60,60,60,60,150.857666015625,16.57651138305664,41.03520584106445,1.4651968479156494,62.57085800170898,2.870816946029663,0.8424187898635864,18,20,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_398_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_399.csv,Fall_Fall_f_raw_c_2_C_N_399,1,Fall,60,60,60,60,60,86.536376953125,7.28019380569458,27.12775421142578,57.3022689819336,85.25767517089844,0.8701629638671875,0.4972228109836578,0,0,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_399_rule_features.csv,val
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_40.csv,Fall_Fall_f_raw_c_2_C_N_40,1,Fall,66,66,66,66,66,155.03399658203125,23.41848373413086,61.22686767578125,14.867237091064451,53.05449295043945,4.526109218597412,1.0988588333129885,29,33,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_40_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_400.csv,Fall_Fall_f_raw_c_2_C_N_400,1,Fall,57,57,57,57,57,126.8892822265625,18.436185836791992,37.47074890136719,3.415323257446289,61.1425895690918,2.5065226554870605,0.8926592469215393,20,22,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_400_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_401.csv,Fall_Fall_f_raw_c_2_C_N_401,1,Fall,50,50,50,50,50,273.63092041015625,34.73165512084961,63.383934020996094,44.965126037597656,82.46589660644531,1.4424350261688232,0.5730704665184021,1,4,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_401_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_402.csv,Fall_Fall_f_raw_c_2_C_N_402,1,Fall,64,64,64,64,64,278.67547607421875,8.964998245239258,45.175086975097656,2.292950391769409,69.56758117675781,1.8909175395965576,0.7213587164878845,12,16,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_402_rule_features.csv,test
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_403.csv,Fall_Fall_f_raw_c_2_C_N_403,1,Fall,59,59,59,59,59,195.79156494140625,25.533666610717773,65.5552978515625,20.474143981933597,80.62873840332031,1.9151240587234497,0.6857004165649414,4,11,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_403_rule_features.csv,val
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_404.csv,Fall_Fall_f_raw_c_2_C_N_404,1,Fall,87,87,87,87,87,187.199951171875,17.02574348449707,59.20292663574219,11.943217277526855,73.46023559570312,3.243407964706421,0.8953304290771484,13,30,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_404_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_405.csv,Fall_Fall_f_raw_c_2_C_N_405,1,Fall,84,84,84,84,84,350.3258056640625,20.97555160522461,94.32733917236328,22.892528533935547,81.58935546875,3.2573087215423584,0.7364954352378845,5,15,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_405_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_406.csv,Fall_Fall_f_raw_c_2_C_N_406,1,Fall,56,56,56,56,56,225.7664794921875,23.334247589111328,49.58805465698242,71.12982177734375,86.4993896484375,1.0422488451004028,0.5102140307426453,0,1,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_406_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_407.csv,Fall_Fall_f_raw_c_2_C_N_407,1,Fall,82,82,82,82,82,226.54193115234372,21.05636405944824,57.5860481262207,42.048439025878906,76.01664733886719,1.421120285987854,0.7536492943763733,9,25,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_407_rule_features.csv,test
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_408.csv,Fall_Fall_f_raw_c_2_C_N_408,1,Fall,90,90,90,90,90,192.94097900390625,26.44698905944824,44.46122741699219,39.09210968017578,83.20291137695312,1.528643250465393,0.7023037672042847,1,24,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_408_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_409.csv,Fall_Fall_f_raw_c_2_C_N_409,1,Fall,55,55,55,55,55,156.0845947265625,23.962846755981445,58.24949645996094,0.8468531370162964,71.69525909423828,3.358071565628052,0.8070957064628601,9,11,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_409_rule_features.csv,val
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_41.csv,Fall_Fall_f_raw_c_2_C_N_41,1,Fall,71,71,71,71,71,66.55682373046875,8.105196952819824,19.85205841064453,0.8816810846328735,71.00341033935547,2.9977829456329346,0.8225305080413818,11,17,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_41_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_410.csv,Fall_Fall_f_raw_c_2_C_N_410,1,Fall,58,58,58,58,58,155.24603271484375,24.11137008666992,43.00387191772461,16.929466247558594,81.9621353149414,2.098119020462036,0.6341184973716736,2,8,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_410_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_411.csv,Fall_Fall_f_raw_c_2_C_N_411,1,Fall,60,60,60,60,60,149.790283203125,19.870710372924805,45.24274826049805,1.390020489692688,66.57709503173828,4.636648654937744,1.019068717956543,13,14,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_411_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_412.csv,Fall_Fall_f_raw_c_2_C_N_412,1,Fall,52,52,52,52,52,200.3140869140625,28.59821319580078,60.2554817199707,1.522038459777832,57.326271057128906,1.7494086027145386,0.7711016535758972,18,14,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_412_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_413.csv,Fall_Fall_f_raw_c_2_C_N_413,1,Fall,60,60,60,60,60,164.279296875,29.7711181640625,50.30854797363281,64.92160034179688,83.60960388183594,0.8884657025337219,0.4918147027492523,0,0,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_413_rule_features.csv,test
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_414.csv,Fall_Fall_f_raw_c_2_C_N_414,1,Fall,41,41,41,41,41,207.86087036132807,16.233388900756836,46.14693069458008,10.211566925048828,73.83081817626953,1.3494060039520264,0.662232518196106,6,2,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_414_rule_features.csv,val
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_415.csv,Fall_Fall_f_raw_c_2_C_N_415,1,Fall,90,90,90,90,90,69.16064453125,6.812920570373535,23.25138282775879,5.790188789367676,36.85933303833008,2.273409605026245,1.4248778820037842,56,63,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_415_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_416.csv,Fall_Fall_f_raw_c_2_C_N_416,1,Fall,47,47,47,47,47,196.0000915527344,16.293169021606445,57.3550910949707,3.409075736999512,59.5021858215332,4.010119915008545,0.9876576066017152,15,18,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_416_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_417.csv,Fall_Fall_f_raw_c_2_C_N_417,1,Fall,36,36,36,36,36,297.75390625,34.92280197143555,92.22413635253906,9.70715618133545,53.96615219116211,4.3402099609375,1.182170867919922,13,12,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_417_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_418.csv,Fall_Fall_f_raw_c_2_C_N_418,1,Fall,45,45,45,45,45,109.1563720703125,14.509618759155272,36.88177490234375,1.2183830738067627,46.43413162231445,3.199920654296875,1.0341804027557373,17,17,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_418_rule_features.csv,train
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_419.csv,Fall_Fall_f_raw_c_2_C_N_419,1,Fall,32,32,32,32,32,98.58657836914062,4.461450576782227,35.1879768371582,13.953596115112305,64.4833984375,2.761080741882324,0.9484304189682008,7,11,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_419_rule_features.csv,test
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_42.csv,Fall_Fall_f_raw_c_2_C_N_42,1,Fall,72,72,72,72,72,64.0150146484375,6.835081100463867,17.03367805480957,0.032586608082056,54.35692596435547,2.5991992950439453,1.0695163011550903,26,30,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_42_rule_features.csv,val
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_420.csv,Fall_Fall_f_raw_c_2_C_N_420,1,Fall,84,84,84,84,84,66.19671630859375,6.83758544921875,29.038524627685547,20.38870429992676,77.65486907958984,1.4611992835998535,0.6628479957580566,1,3,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_420_rule_features.csv,test
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_421.csv,Fall_Fall_f_raw_c_2_C_N_421,1,Fall,58,58,58,58,58,186.142333984375,8.280689239501953,49.36635208129883,10.069416046142578,73.32783508300781,1.767520546913147,0.7221176028251648,5,11,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_421_rule_features.csv,val
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\chen_nodes\Fall\Fall_Fall_f_raw_c_2_C_N_422.csv,Fall_Fall_f_raw_c_2_C_N_422,1,Fall,72,72,72,72,72,115.66119384765624,8.009016990661621,36.581974029541016,1.84927499294281,66.39725494384766,3.3550124168396,1.0732483863830566,15,26,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\chen2020_yolov8_three_thresholds\data\rule_features\Fall\Fall_Fall_f_raw_c_2_C_N_422_rule_features.csv,train
