dataset,scene,scenario,camera,subject,activity,trial,video_id,video_path,label,label_name,has_annotation,include_eval,label_source,segment_id,segment_start_frame,segment_end_frame,frame_count,fps,width,height,duration_sec,notes
MulCamFall,chute02,chute02,cam7,,,,mulcamfall__chute02_cam7,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute02\cam7.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_44,438,468,839,120.0,720,480,6.991666666666666,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute02,chute02,cam8,,,,mulcamfall__chute02_cam8,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute02\cam8.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_45,350,380,812,120.0,720,480,6.766666666666667,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute02,chute02,cam8,,,,mulcamfall__chute02_cam8,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute02\cam8.avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_46,381,411,812,120.0,720,480,6.766666666666667,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute02,chute02,cam8,,,,mulcamfall__chute02_cam8,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute02\cam8.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_47,411,441,812,120.0,720,480,6.766666666666667,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute03,chute03,cam1,,,,mulcamfall__chute03_cam1,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute03\cam1.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_48,572,602,939,120.0,720,480,7.825,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute03,chute03,cam1,,,,mulcamfall__chute03_cam1,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute03\cam1.avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_49,603,633,939,120.0,720,480,7.825,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute03,chute03,cam2,,,,mulcamfall__chute03_cam2,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute03\cam2.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_50,576,606,943,120.0,720,480,7.858333333333333,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute03,chute03,cam2,,,,mulcamfall__chute03_cam2,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute03\cam2.avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_51,607,637,943,120.0,720,480,7.858333333333333,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute03,chute03,cam3,,,,mulcamfall__chute03_cam3,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute03\cam3.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_52,568,598,935,120.0,720,480,7.791666666666667,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute03,chute03,cam3,,,,mulcamfall__chute03_cam3,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute03\cam3.avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_53,599,629,935,120.0,720,480,7.791666666666667,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute03,chute03,cam4,,,,mulcamfall__chute03_cam4,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute03\cam4.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_54,576,606,943,120.0,720,480,7.858333333333333,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute03,chute03,cam4,,,,mulcamfall__chute03_cam4,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute03\cam4.avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_55,607,637,943,120.0,720,480,7.858333333333333,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute03,chute03,cam5,,,,mulcamfall__chute03_cam5,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute03\cam5.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_56,595,625,962,120.0,720,480,8.016666666666667,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute03,chute03,cam5,,,,mulcamfall__chute03_cam5,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute03\cam5.avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_57,626,656,962,120.0,720,480,8.016666666666667,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute03,chute03,cam6,,,,mulcamfall__chute03_cam6,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute03\cam6.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_58,580,610,947,120.0,720,480,7.891666666666667,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute03,chute03,cam6,,,,mulcamfall__chute03_cam6,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute03\cam6.avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_59,611,641,947,120.0,720,480,7.891666666666667,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute03,chute03,cam7,,,,mulcamfall__chute03_cam7,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute03\cam7.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_60,580,610,947,120.0,720,480,7.891666666666667,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute03,chute03,cam7,,,,mulcamfall__chute03_cam7,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute03\cam7.avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_61,611,641,947,120.0,720,480,7.891666666666667,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute03,chute03,cam8,,,,mulcamfall__chute03_cam8,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute03\cam8.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_62,560,590,927,120.0,720,480,7.725,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute03,chute03,cam8,,,,mulcamfall__chute03_cam8,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute03\cam8.avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_63,591,621,927,120.0,720,480,7.725,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam1,,,,mulcamfall__chute04_cam1,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam1.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_64,329,359,1049,120.0,720,480,8.741666666666667,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam1,,,,mulcamfall__chute04_cam1,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam1.avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_65,360,390,1049,120.0,720,480,8.741666666666667,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam1,,,,mulcamfall__chute04_cam1,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam1.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_66,391,421,1049,120.0,720,480,8.741666666666667,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam1,,,,mulcamfall__chute04_cam1,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam1.avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_67,676,706,1049,120.0,720,480,8.741666666666667,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam1,,,,mulcamfall__chute04_cam1,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam1.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_68,707,737,1049,120.0,720,480,8.741666666666667,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam2,,,,mulcamfall__chute04_cam2,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam2.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_69,336,366,1056,120.0,720,480,8.8,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam2,,,,mulcamfall__chute04_cam2,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam2.avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_70,367,397,1056,120.0,720,480,8.8,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam2,,,,mulcamfall__chute04_cam2,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam2.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_71,398,428,1056,120.0,720,480,8.8,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam2,,,,mulcamfall__chute04_cam2,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam2.avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_72,683,713,1056,120.0,720,480,8.8,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam2,,,,mulcamfall__chute04_cam2,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam2.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_73,714,744,1056,120.0,720,480,8.8,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam3,,,,mulcamfall__chute04_cam3,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam3.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_74,335,365,1055,120.0,720,480,8.791666666666666,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam3,,,,mulcamfall__chute04_cam3,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam3.avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_75,366,396,1055,120.0,720,480,8.791666666666666,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam3,,,,mulcamfall__chute04_cam3,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam3.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_76,397,427,1055,120.0,720,480,8.791666666666666,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam3,,,,mulcamfall__chute04_cam3,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam3.avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_77,682,712,1055,120.0,720,480,8.791666666666666,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam3,,,,mulcamfall__chute04_cam3,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam3.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_78,713,743,1055,120.0,720,480,8.791666666666666,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam4,,,,mulcamfall__chute04_cam4,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam4.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_79,257,287,977,120.0,720,480,8.141666666666667,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam4,,,,mulcamfall__chute04_cam4,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam4.avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_80,288,318,977,120.0,720,480,8.141666666666667,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam4,,,,mulcamfall__chute04_cam4,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam4.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_81,319,349,977,120.0,720,480,8.141666666666667,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam4,,,,mulcamfall__chute04_cam4,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam4.avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_82,604,634,977,120.0,720,480,8.141666666666667,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam4,,,,mulcamfall__chute04_cam4,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam4.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_83,635,665,977,120.0,720,480,8.141666666666667,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam5,,,,mulcamfall__chute04_cam5,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam5.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_84,325,355,1045,120.0,720,480,8.708333333333334,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam5,,,,mulcamfall__chute04_cam5,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam5.avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_85,356,386,1045,120.0,720,480,8.708333333333334,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam5,,,,mulcamfall__chute04_cam5,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam5.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_86,387,417,1045,120.0,720,480,8.708333333333334,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam5,,,,mulcamfall__chute04_cam5,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam5.avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_87,672,702,1045,120.0,720,480,8.708333333333334,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam5,,,,mulcamfall__chute04_cam5,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam5.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_88,703,733,1045,120.0,720,480,8.708333333333334,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam6,,,,mulcamfall__chute04_cam6,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam6.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_89,339,369,1059,120.0,720,480,8.825,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam6,,,,mulcamfall__chute04_cam6,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam6.avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_90,370,400,1059,120.0,720,480,8.825,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam6,,,,mulcamfall__chute04_cam6,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam6.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_91,401,431,1059,120.0,720,480,8.825,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam6,,,,mulcamfall__chute04_cam6,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam6.avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_92,686,716,1059,120.0,720,480,8.825,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam6,,,,mulcamfall__chute04_cam6,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam6.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_93,717,747,1059,120.0,720,480,8.825,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam7,,,,mulcamfall__chute04_cam7,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam7.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_94,340,370,1060,120.0,720,480,8.833333333333334,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam7,,,,mulcamfall__chute04_cam7,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam7.avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_95,371,401,1060,120.0,720,480,8.833333333333334,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam7,,,,mulcamfall__chute04_cam7,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam7.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_96,402,432,1060,120.0,720,480,8.833333333333334,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam7,,,,mulcamfall__chute04_cam7,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam7.avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_97,687,717,1060,120.0,720,480,8.833333333333334,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam7,,,,mulcamfall__chute04_cam7,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam7.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_98,718,748,1060,120.0,720,480,8.833333333333334,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam8,,,,mulcamfall__chute04_cam8,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam8.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_99,313,343,1033,120.0,720,480,8.608333333333333,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam8,,,,mulcamfall__chute04_cam8,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam8.avi,1,Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_100,344,374,1033,120.0,720,480,8.608333333333333,MulCamFall segment parsed from data_tuple3.csv.
MulCamFall,chute04,chute04,cam8,,,,mulcamfall__chute04_cam8,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\MulCamFall\dataset\chute04\cam8.avi,0,Not_Fall,True,True,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_metadata\MulCamFall_data_tuple3.csv,tuple_row_101,375,405,1033,120.0,720,480,8.608333333333333,MulCamFall segment parsed from data_tuple3.csv.
