sequence_id,video_id,source_csv,label,label_name,sequence_index,start_frame,end_frame,start_frame_local,end_frame_local,valid_length,sequence_length,feature_dim,num_original_frames,is_padded,is_all_zero,zero_ratio,split
Fall_Fall_f_raw_c_3_C_D_0146_resized__seq_0001,Fall_Fall_f_raw_c_3_C_D_0146_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0146_resized_processed.csv,1,Fall,1,21,120,21,120,100,100,30,121,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0148_resized__seq_0000,Fall_Fall_f_raw_c_3_C_D_0148_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0148_resized_processed.csv,1,Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0149_resized__seq_0000,Fall_Fall_f_raw_c_3_C_D_0149_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0149_resized_processed.csv,1,Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0150_resized__seq_0000,Fall_Fall_f_raw_c_3_C_D_0150_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0150_resized_processed.csv,1,Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0151_resized__seq_0000,Fall_Fall_f_raw_c_3_C_D_0151_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0151_resized_processed.csv,1,Fall,0,0,59,0,59,60,100,30,60,1,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0152_resized__seq_0000,Fall_Fall_f_raw_c_3_C_D_0152_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0152_resized_processed.csv,1,Fall,0,0,59,0,59,60,100,30,60,1,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0153_resized__seq_0000,Fall_Fall_f_raw_c_3_C_D_0153_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0153_resized_processed.csv,1,Fall,0,0,89,0,89,90,100,30,90,1,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0154_resized__seq_0000,Fall_Fall_f_raw_c_3_C_D_0154_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0154_resized_processed.csv,1,Fall,0,0,59,0,59,60,100,30,60,1,0,0.0676666666666666,train
Fall_Fall_f_raw_c_3_C_D_0155_resized__seq_0000,Fall_Fall_f_raw_c_3_C_D_0155_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0155_resized_processed.csv,1,Fall,0,0,59,0,59,60,100,30,60,1,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0157_resized__seq_0000,Fall_Fall_f_raw_c_3_C_D_0157_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0157_resized_processed.csv,1,Fall,0,0,90,0,88,89,100,30,89,1,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0158_resized__seq_0000,Fall_Fall_f_raw_c_3_C_D_0158_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0158_resized_processed.csv,1,Fall,0,0,55,0,48,49,100,30,49,1,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0159_resized__seq_0000,Fall_Fall_f_raw_c_3_C_D_0159_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0159_resized_processed.csv,1,Fall,0,0,89,0,51,52,100,30,52,1,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0160_resized__seq_0000,Fall_Fall_f_raw_c_3_C_D_0160_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0160_resized_processed.csv,1,Fall,0,0,90,0,88,89,100,30,89,1,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0162_resized__seq_0000,Fall_Fall_f_raw_c_3_C_D_0162_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0162_resized_processed.csv,1,Fall,0,0,99,0,99,100,100,30,134,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0162_resized__seq_0001,Fall_Fall_f_raw_c_3_C_D_0162_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0162_resized_processed.csv,1,Fall,1,30,129,30,129,100,100,30,134,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0162_resized__seq_0002,Fall_Fall_f_raw_c_3_C_D_0162_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0162_resized_processed.csv,1,Fall,2,34,134,34,133,100,100,30,134,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0165_resized__seq_0000,Fall_Fall_f_raw_c_3_C_D_0165_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0165_resized_processed.csv,1,Fall,0,0,99,0,99,100,100,30,328,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0165_resized__seq_0001,Fall_Fall_f_raw_c_3_C_D_0165_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0165_resized_processed.csv,1,Fall,1,30,129,30,129,100,100,30,328,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0165_resized__seq_0002,Fall_Fall_f_raw_c_3_C_D_0165_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0165_resized_processed.csv,1,Fall,2,60,159,60,159,100,100,30,328,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0165_resized__seq_0003,Fall_Fall_f_raw_c_3_C_D_0165_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0165_resized_processed.csv,1,Fall,3,90,189,90,189,100,100,30,328,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0165_resized__seq_0004,Fall_Fall_f_raw_c_3_C_D_0165_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0165_resized_processed.csv,1,Fall,4,120,219,120,219,100,100,30,328,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0165_resized__seq_0005,Fall_Fall_f_raw_c_3_C_D_0165_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0165_resized_processed.csv,1,Fall,5,150,249,150,249,100,100,30,328,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0165_resized__seq_0006,Fall_Fall_f_raw_c_3_C_D_0165_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0165_resized_processed.csv,1,Fall,6,180,280,180,279,100,100,30,328,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0165_resized__seq_0007,Fall_Fall_f_raw_c_3_C_D_0165_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0165_resized_processed.csv,1,Fall,7,210,316,210,309,100,100,30,328,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0165_resized__seq_0008,Fall_Fall_f_raw_c_3_C_D_0165_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0165_resized_processed.csv,1,Fall,8,228,359,228,327,100,100,30,328,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0166_resized__seq_0000,Fall_Fall_f_raw_c_3_C_D_0166_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0166_resized_processed.csv,1,Fall,0,0,99,0,99,100,100,30,164,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0166_resized__seq_0001,Fall_Fall_f_raw_c_3_C_D_0166_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0166_resized_processed.csv,1,Fall,1,30,130,30,129,100,100,30,164,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0166_resized__seq_0002,Fall_Fall_f_raw_c_3_C_D_0166_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0166_resized_processed.csv,1,Fall,2,60,173,60,159,100,100,30,164,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0166_resized__seq_0003,Fall_Fall_f_raw_c_3_C_D_0166_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0166_resized_processed.csv,1,Fall,3,64,179,64,163,100,100,30,164,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0168_resized__seq_0000,Fall_Fall_f_raw_c_3_C_D_0168_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0168_resized_processed.csv,1,Fall,0,0,103,0,99,100,100,30,183,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0168_resized__seq_0001,Fall_Fall_f_raw_c_3_C_D_0168_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0168_resized_processed.csv,1,Fall,1,30,147,30,129,100,100,30,183,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0168_resized__seq_0002,Fall_Fall_f_raw_c_3_C_D_0168_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0168_resized_processed.csv,1,Fall,2,60,181,60,159,100,100,30,183,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0168_resized__seq_0003,Fall_Fall_f_raw_c_3_C_D_0168_resized,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0168_resized_processed.csv,1,Fall,3,86,255,83,182,100,100,30,183,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0169__seq_0000,Fall_Fall_f_raw_c_3_C_D_0169,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0169_processed.csv,1,Fall,0,0,99,0,99,100,100,30,180,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0169__seq_0001,Fall_Fall_f_raw_c_3_C_D_0169,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0169_processed.csv,1,Fall,1,30,129,30,129,100,100,30,180,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0169__seq_0002,Fall_Fall_f_raw_c_3_C_D_0169,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0169_processed.csv,1,Fall,2,60,159,60,159,100,100,30,180,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0169__seq_0003,Fall_Fall_f_raw_c_3_C_D_0169,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0169_processed.csv,1,Fall,3,80,179,80,179,100,100,30,180,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0170__seq_0000,Fall_Fall_f_raw_c_3_C_D_0170,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0170_processed.csv,1,Fall,0,0,99,0,99,100,100,30,180,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0170__seq_0001,Fall_Fall_f_raw_c_3_C_D_0170,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0170_processed.csv,1,Fall,1,30,129,30,129,100,100,30,180,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0170__seq_0002,Fall_Fall_f_raw_c_3_C_D_0170,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0170_processed.csv,1,Fall,2,60,159,60,159,100,100,30,180,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0170__seq_0003,Fall_Fall_f_raw_c_3_C_D_0170,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0170_processed.csv,1,Fall,3,80,179,80,179,100,100,30,180,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0172__seq_0000,Fall_Fall_f_raw_c_3_C_D_0172,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0172_processed.csv,1,Fall,0,0,99,0,99,100,100,30,175,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0172__seq_0001,Fall_Fall_f_raw_c_3_C_D_0172,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0172_processed.csv,1,Fall,1,30,129,30,129,100,100,30,175,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0172__seq_0002,Fall_Fall_f_raw_c_3_C_D_0172,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0172_processed.csv,1,Fall,2,60,159,60,159,100,100,30,175,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0172__seq_0003,Fall_Fall_f_raw_c_3_C_D_0172,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0172_processed.csv,1,Fall,3,75,179,75,174,100,100,30,175,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0173__seq_0000,Fall_Fall_f_raw_c_3_C_D_0173,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0173_processed.csv,1,Fall,0,0,99,0,99,100,100,30,358,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0173__seq_0001,Fall_Fall_f_raw_c_3_C_D_0173,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0173_processed.csv,1,Fall,1,30,129,30,129,100,100,30,358,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0173__seq_0002,Fall_Fall_f_raw_c_3_C_D_0173,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0173_processed.csv,1,Fall,2,60,159,60,159,100,100,30,358,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0173__seq_0003,Fall_Fall_f_raw_c_3_C_D_0173,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0173_processed.csv,1,Fall,3,90,189,90,189,100,100,30,358,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0173__seq_0004,Fall_Fall_f_raw_c_3_C_D_0173,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0173_processed.csv,1,Fall,4,120,219,120,219,100,100,30,358,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0173__seq_0005,Fall_Fall_f_raw_c_3_C_D_0173,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0173_processed.csv,1,Fall,5,150,249,150,249,100,100,30,358,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0173__seq_0006,Fall_Fall_f_raw_c_3_C_D_0173,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0173_processed.csv,1,Fall,6,180,279,180,279,100,100,30,358,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0173__seq_0007,Fall_Fall_f_raw_c_3_C_D_0173,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0173_processed.csv,1,Fall,7,210,309,210,309,100,100,30,358,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0173__seq_0008,Fall_Fall_f_raw_c_3_C_D_0173,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0173_processed.csv,1,Fall,8,240,339,240,339,100,100,30,358,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0173__seq_0009,Fall_Fall_f_raw_c_3_C_D_0173,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0173_processed.csv,1,Fall,9,258,359,258,357,100,100,30,358,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0174__seq_0000,Fall_Fall_f_raw_c_3_C_D_0174,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0174_processed.csv,1,Fall,0,0,99,0,99,100,100,30,142,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0174__seq_0001,Fall_Fall_f_raw_c_3_C_D_0174,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0174_processed.csv,1,Fall,1,30,154,30,129,100,100,30,142,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0174__seq_0002,Fall_Fall_f_raw_c_3_C_D_0174,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0174_processed.csv,1,Fall,2,42,166,42,141,100,100,30,142,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0175__seq_0000,Fall_Fall_f_raw_c_3_C_D_0175,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0175_processed.csv,1,Fall,0,0,99,0,99,100,100,30,114,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0175__seq_0001,Fall_Fall_f_raw_c_3_C_D_0175,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0175_processed.csv,1,Fall,1,14,117,14,113,100,100,30,114,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0176__seq_0000,Fall_Fall_f_raw_c_3_C_D_0176,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0176_processed.csv,1,Fall,0,0,99,0,99,100,100,30,363,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0176__seq_0001,Fall_Fall_f_raw_c_3_C_D_0176,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0176_processed.csv,1,Fall,1,30,140,30,129,100,100,30,363,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0176__seq_0002,Fall_Fall_f_raw_c_3_C_D_0176,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0176_processed.csv,1,Fall,2,60,170,60,159,100,100,30,363,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0176__seq_0003,Fall_Fall_f_raw_c_3_C_D_0176,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0176_processed.csv,1,Fall,3,90,237,90,189,100,100,30,363,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0176__seq_0004,Fall_Fall_f_raw_c_3_C_D_0176,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0176_processed.csv,1,Fall,4,131,267,120,219,100,100,30,363,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0176__seq_0005,Fall_Fall_f_raw_c_3_C_D_0176,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0176_processed.csv,1,Fall,5,161,297,150,249,100,100,30,363,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0176__seq_0006,Fall_Fall_f_raw_c_3_C_D_0176,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0176_processed.csv,1,Fall,6,228,327,180,279,100,100,30,363,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0176__seq_0007,Fall_Fall_f_raw_c_3_C_D_0176,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0176_processed.csv,1,Fall,7,258,357,210,309,100,100,30,363,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0176__seq_0008,Fall_Fall_f_raw_c_3_C_D_0176,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0176_processed.csv,1,Fall,8,288,392,240,339,100,100,30,363,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0176__seq_0009,Fall_Fall_f_raw_c_3_C_D_0176,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0176_processed.csv,1,Fall,9,311,419,263,362,100,100,30,363,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0177__seq_0000,Fall_Fall_f_raw_c_3_C_D_0177,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0177_processed.csv,1,Fall,0,0,99,0,99,100,100,30,175,0,0,0.0666666666666666,train
Fall_Fall_f_raw_c_3_C_D_0177__seq_0001,Fall_Fall_f_raw_c_3_C_D_0177,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\paper_baselines\lin2021_yolov8_lstm_gru\data\processed\Fall\Fall_Fall_f_raw_c_3_C_D_0177_processed.csv,1,Fall,1,30,129,30,129,100,100,30,175,0,0,0.0666666666666666,train
