video_path,output_path,status,frames_total,frames_written,no_person_frames,multi_person_frames,elapsed_sec,error,dataset,video_id,expected_frame_count,expected_fps,expected_width,expected_height
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_02\Videos\video (64).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_02_Videos_video_64_2d_confidence.csv,success,212,212,0,1,2.9343903064727783,,Le2i,le2i__Coffee_room_02_Videos_video_64,212,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_02\Videos\video (65).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_02_Videos_video_65_2d_confidence.csv,success,711,711,0,0,9.85487174987793,,Le2i,le2i__Coffee_room_02_Videos_video_65,711,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_02\Videos\video (66).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_02_Videos_video_66_2d_confidence.csv,success,298,298,0,0,3.999662160873413,,Le2i,le2i__Coffee_room_02_Videos_video_66,298,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_02\Videos\video (67).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_02_Videos_video_67_2d_confidence.csv,success,347,347,25,0,4.63621973991394,,Le2i,le2i__Coffee_room_02_Videos_video_67,347,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_02\Videos\video (68).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_02_Videos_video_68_2d_confidence.csv,success,1607,1607,28,5,21.53986406326294,,Le2i,le2i__Coffee_room_02_Videos_video_68,1607,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_02\Videos\video (69).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_02_Videos_video_69_2d_confidence.csv,success,1283,1283,0,0,17.188732624053955,,Le2i,le2i__Coffee_room_02_Videos_video_69,1283,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Coffee_room_02\Videos\video (70).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Coffee_room_02_Videos_video_70_2d_confidence.csv,success,839,839,112,0,11.359151124954224,,Le2i,le2i__Coffee_room_02_Videos_video_70,839,25.0,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (1).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_1_2d_confidence.csv,success,264,264,0,1,3.5560219287872314,,Le2i,le2i__Home_01_Videos_video_1,264,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (10).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_10_2d_confidence.csv,success,312,312,71,5,4.10998797416687,,Le2i,le2i__Home_01_Videos_video_10,312,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (11).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_11_2d_confidence.csv,success,312,312,116,2,4.018661260604858,,Le2i,le2i__Home_01_Videos_video_11,312,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (12).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_12_2d_confidence.csv,success,216,216,0,0,3.103811740875244,,Le2i,le2i__Home_01_Videos_video_12,216,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (13).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_13_2d_confidence.csv,success,240,240,4,4,3.42024564743042,,Le2i,le2i__Home_01_Videos_video_13,240,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (14).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_14_2d_confidence.csv,success,288,288,116,0,3.9716553688049316,,Le2i,le2i__Home_01_Videos_video_14,288,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (15).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_15_2d_confidence.csv,success,238,238,61,0,3.3001599311828613,,Le2i,le2i__Home_01_Videos_video_15,238,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (16).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_16_2d_confidence.csv,success,264,264,5,0,3.7349321842193604,,Le2i,le2i__Home_01_Videos_video_16,264,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (17).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_17_2d_confidence.csv,success,240,240,1,0,3.414073944091797,,Le2i,le2i__Home_01_Videos_video_17,240,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (18).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_18_2d_confidence.csv,success,216,216,89,64,2.9679887294769287,,Le2i,le2i__Home_01_Videos_video_18,216,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (19).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_19_2d_confidence.csv,success,192,192,20,99,2.77992844581604,,Le2i,le2i__Home_01_Videos_video_19,192,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (2).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_2_2d_confidence.csv,success,240,240,0,2,3.1901934146881104,,Le2i,le2i__Home_01_Videos_video_2,240,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (20).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_20_2d_confidence.csv,success,216,216,4,82,3.1000864505767822,,Le2i,le2i__Home_01_Videos_video_20,216,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (21).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_21_2d_confidence.csv,success,216,216,4,82,3.052645683288574,,Le2i,le2i__Home_01_Videos_video_21,216,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (22).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_22_2d_confidence.csv,success,240,240,11,56,3.428330421447754,,Le2i,le2i__Home_01_Videos_video_22,240,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (23).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_23_2d_confidence.csv,success,240,240,10,71,3.430170774459839,,Le2i,le2i__Home_01_Videos_video_23,240,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (24).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_24_2d_confidence.csv,success,192,192,2,2,2.71470308303833,,Le2i,le2i__Home_01_Videos_video_24,192,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (25).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_25_2d_confidence.csv,success,213,213,2,0,3.0501413345336914,,Le2i,le2i__Home_01_Videos_video_25,213,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (26).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_26_2d_confidence.csv,success,216,216,0,4,3.067293167114258,,Le2i,le2i__Home_01_Videos_video_26,216,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (27).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_27_2d_confidence.csv,success,240,240,0,3,3.3922324180603027,,Le2i,le2i__Home_01_Videos_video_27,240,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (28).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_28_2d_confidence.csv,success,216,216,0,0,3.0801122188568115,,Le2i,le2i__Home_01_Videos_video_28,216,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (29).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_29_2d_confidence.csv,success,271,271,11,54,3.9083821773529053,,Le2i,le2i__Home_01_Videos_video_29,271,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (3).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_3_2d_confidence.csv,success,240,240,0,2,3.1633758544921875,,Le2i,le2i__Home_01_Videos_video_3,240,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (30).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_30_2d_confidence.csv,success,192,192,0,6,2.7621922492980957,,Le2i,le2i__Home_01_Videos_video_30,192,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (4).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_4_2d_confidence.csv,success,240,240,1,0,3.295071601867676,,Le2i,le2i__Home_01_Videos_video_4,240,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (5).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_5_2d_confidence.csv,success,192,192,72,14,3.3521552085876465,,Le2i,le2i__Home_01_Videos_video_5,192,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (6).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_6_2d_confidence.csv,success,192,192,1,16,2.9371464252471924,,Le2i,le2i__Home_01_Videos_video_6,192,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (7).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_7_2d_confidence.csv,success,216,216,2,0,3.0897297859191895,,Le2i,le2i__Home_01_Videos_video_7,216,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (8).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_8_2d_confidence.csv,success,285,285,13,3,4.0796403884887695,,Le2i,le2i__Home_01_Videos_video_8,285,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_01\Videos\video (9).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_01_Videos_video_9_2d_confidence.csv,success,336,336,78,2,4.684624910354614,,Le2i,le2i__Home_01_Videos_video_9,336,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (31).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_31_2d_confidence.csv,success,312,312,2,101,4.724016904830933,,Le2i,le2i__Home_02_Videos_video_31,312,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (32).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_32_2d_confidence.csv,success,192,192,1,14,2.8627583980560303,,Le2i,le2i__Home_02_Videos_video_32,192,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (33).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_33_2d_confidence.csv,success,192,192,29,0,2.819132089614868,,Le2i,le2i__Home_02_Videos_video_33,192,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (34).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_34_2d_confidence.csv,success,240,240,69,0,3.62898588180542,,Le2i,le2i__Home_02_Videos_video_34,240,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (35).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_35_2d_confidence.csv,success,216,216,10,0,3.1848835945129395,,Le2i,le2i__Home_02_Videos_video_35,216,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (36).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_36_2d_confidence.csv,success,192,192,129,0,2.736415386199951,,Le2i,le2i__Home_02_Videos_video_36,192,24.0003840061441,320,180
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (37).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_37_2d_confidence.csv,success,240,240,0,5,3.508655309677124,,Le2i,le2i__Home_02_Videos_video_37,240,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (38).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_38_2d_confidence.csv,success,192,192,0,0,2.6981253623962402,,Le2i,le2i__Home_02_Videos_video_38,192,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (39).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_39_2d_confidence.csv,success,192,192,0,0,2.693114757537842,,Le2i,le2i__Home_02_Videos_video_39,192,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (40).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_40_2d_confidence.csv,success,240,240,0,0,3.355861186981201,,Le2i,le2i__Home_02_Videos_video_40,240,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (41).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_41_2d_confidence.csv,success,240,240,2,17,3.369147777557373,,Le2i,le2i__Home_02_Videos_video_41,240,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (42).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_42_2d_confidence.csv,success,168,168,0,0,2.3628666400909424,,Le2i,le2i__Home_02_Videos_video_42,168,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (43).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_43_2d_confidence.csv,success,168,168,0,0,2.3766331672668457,,Le2i,le2i__Home_02_Videos_video_43,168,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (44).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_44_2d_confidence.csv,success,314,314,0,10,4.400638580322266,,Le2i,le2i__Home_02_Videos_video_44,314,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (45).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_45_2d_confidence.csv,success,216,216,0,0,3.168102264404297,,Le2i,le2i__Home_02_Videos_video_45,216,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (46).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_46_2d_confidence.csv,success,264,264,0,0,3.938661575317383,,Le2i,le2i__Home_02_Videos_video_46,264,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (47).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_47_2d_confidence.csv,success,288,288,0,0,4.067039966583252,,Le2i,le2i__Home_02_Videos_video_47,288,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (48).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_48_2d_confidence.csv,success,240,240,0,0,3.419339656829834,,Le2i,le2i__Home_02_Videos_video_48,240,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (49).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_49_2d_confidence.csv,success,312,312,0,1,4.658843517303467,,Le2i,le2i__Home_02_Videos_video_49,312,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (50).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_50_2d_confidence.csv,success,312,312,0,1,4.419204950332642,,Le2i,le2i__Home_02_Videos_video_50,312,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (51).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_51_2d_confidence.csv,success,264,264,0,0,3.8042609691619873,,Le2i,le2i__Home_02_Videos_video_51,264,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (52).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_52_2d_confidence.csv,success,216,216,0,1,3.096497058868408,,Le2i,le2i__Home_02_Videos_video_52,216,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (53).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_53_2d_confidence.csv,success,216,216,1,37,3.090897560119629,,Le2i,le2i__Home_02_Videos_video_53,216,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (54).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_54_2d_confidence.csv,success,216,216,0,0,3.0777175426483154,,Le2i,le2i__Home_02_Videos_video_54,216,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (55).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_55_2d_confidence.csv,success,216,216,0,1,3.152581214904785,,Le2i,le2i__Home_02_Videos_video_55,216,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (56).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_56_2d_confidence.csv,success,360,360,0,71,5.130931615829468,,Le2i,le2i__Home_02_Videos_video_56,360,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (57).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_57_2d_confidence.csv,success,240,240,1,23,3.383831024169922,,Le2i,le2i__Home_02_Videos_video_57,240,24.0003840061441,320,240
C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\external_raw\Le2i\Home_02\Videos\video (58).avi,C:\Users\ASUS\Downloads\3D_Human_Pose_NCKH\phase5_external_generalization\data\extracted_2d_confidence\Le2i\le2i_Home_02_Videos_video_58_2d_confidence.csv,success,336,336,0,14,4.724707841873169,,Le2i,le2i__Home_02_Videos_video_58,336,24.0003840061441,320,240
